Date	ID-Product	Units	Revenue Discount	Net Cost Equivalent COGS
8/23/2017	D-30-11	11	0.12	1.02
12/9/2017	BWK-20-4	1	0	1.03
7/31/2017	C-30-5	1	0	1
11/27/2017	DS-50-8	78	0.5	0.99
12/13/2017	Y-10-20	14	0.12	0.99
4/16/2017	DS-50-8	14	0.12	0.99
11/24/2017	MB-30-16	13	0.12	0.99
8/27/2017	JB-50-14	9	0.05	1.03
12/15/2017	BK-40-2	4	0.04	0.99
11/18/2017	JB-50-14	42	0.4375	1.01
12/24/2017	DS-50-8	12	0.12	1.02
12/22/2017	BK-40-2	3	0.03	0.99
12/24/2017	C-30-5	103	0.55	0.97
8/8/2017	Q-30-17	4	0.04	0.99
11/27/2017	MB-30-16	3	0.03	1
11/28/2017	BK-40-2	154	0.575	0.91
7/11/2017	GY-60-13	112	0.55	0.93
5/2/2017	FK-20-10	60	0.4375	1.01
7/18/2017	BK-40-2	2	0.02	0.99
12/21/2017	MB-30-16	133	0.575	0.95
7/18/2017	EK-40-9	120	0.575	0.97
11/19/2017	BK-40-2	9	0.05	0.99
11/30/2017	C-30-5	1	0	1.03
6/1/2017	FK-20-10	1	0	0.99
11/24/2017	BWK-20-4	6	0.05	0.99
10/20/2017	Q-30-17	1	0	0.99
11/28/2017	MB-30-16	10	0.12	0.99
11/19/2017	A-10-1	146	0.575	0.89
5/30/2017	BK-40-2	9	0.05	1.02
12/10/2017	JB-50-14	8	0.05	1.01
12/4/2017	JS-50-15	132	0.575	0.99
12/7/2017	JB-50-14	111	0.55	0.96
7/6/2017	JS-50-15	52	0.4375	1.02
6/24/2017	BK-40-2	2	0.02	1.01
7/2/2017	JB-50-14	144	0.575	0.93
8/22/2017	BK-40-2	2	0.02	1.01
9/26/2017	Q-30-17	11	0.12	1.02
6/6/2017	DS-50-8	1	0	1
2/17/2017	GY-60-13	1	0	0.99
11/29/2017	Q-30-17	4	0.04	1
8/18/2017	JB-50-14	10	0.12	1.01
12/4/2017	DS-50-8	84	0.5	1.01
8/14/2017	MB-30-16	1	0	0.99
12/14/2017	S-30-18	2	0.02	1.01
8/25/2017	BK-40-2	4	0.04	1.03
7/3/2017	C-30-5	72	0.4375	0.99
10/12/2017	Q-30-17	2	0.02	1
12/1/2017	DS-50-8	75	0.5	0.96
12/19/2017	BK-40-2	7	0.05	1
8/13/2017	GY-60-12	24	0.225	1.01
11/29/2017	EK-40-9	2	0.02	1
12/12/2017	DS-50-8	2	0.02	1.02
10/29/2017	Y-10-20	11	0.12	1.02
4/28/2017	Y-10-20	9	0.05	0.99
12/7/2017	S-30-18	143	0.575	0.93
12/14/2017	GY-60-12	2	0.02	0.99
7/30/2017	D-30-11	3	0.03	0.99
5/2/2017	BK-40-2	115	0.55	0.93
12/3/2017	S-30-18	72	0.4375	1
4/10/2017	BK-40-2	36	0.4375	0.99
12/20/2017	JB-50-14	132	0.575	0.97
6/13/2017	BK-40-2	1	0	1.02
6/17/2017	Q-30-17	36	0.4375	1.02
12/11/2017	BK-40-2	1	0	1.03
6/26/2017	Q-30-17	9	0.05	1.02
8/10/2017	BWK-20-4	9	0.05	1.02
11/30/2017	BK-40-2	1	0	0.99
12/24/2017	MB-30-16	1	0	1
6/24/2017	TK-40-19	2	0.02	1
12/6/2017	DS-50-8	2	0.02	1.03
12/19/2017	D-30-11	1	0	1.01
4/4/2017	FK-20-10	72	0.4375	0.98
12/10/2017	MB-30-16	132	0.575	0.91
11/13/2017	JS-50-15	1	0	1.02
12/12/2017	BK-40-2	120	0.575	0.95
11/29/2017	MB-30-16	84	0.5	0.96
11/26/2017	DS-50-8	27	0.3225	1.03
12/23/2017	C-30-5	84	0.5	0.97
12/17/2017	MB-30-16	2	0.02	1.03
12/8/2017	GY-60-13	98	0.5	1
11/21/2017	DS-50-8	36	0.4375	1.01
11/21/2017	Q-30-17	113	0.55	0.97
10/24/2017	Q-30-17	14	0.12	1.02
12/12/2017	C-30-5	14	0.12	1.03
12/19/2017	D-30-11	2	0.02	1.02
12/8/2017	BWK-20-4	2	0.02	1.02
7/25/2017	JB-50-14	36	0.4375	1.01
12/4/2017	Y-10-20	1	0	0.99
11/18/2017	TK-40-19	96	0.5	1
12/12/2017	Y-10-20	2	0.02	1
12/14/2017	JB-50-14	7	0.05	1
12/1/2017	GY-60-12	11	0.12	0.99
2/23/2017	D-30-11	100	0.55	0.94
8/15/2017	JB-50-14	86	0.5	0.99
11/29/2017	DS-50-8	84	0.5	1.01
11/16/2017	BK-40-2	43	0.4375	1.01
6/22/2017	BK-40-2	131	0.575	0.94
6/11/2017	BK-40-2	2	0.02	1.02
12/20/2017	JB-50-14	144	0.575	0.91
4/22/2017	S-30-18	1	0	1.02
12/6/2017	FK-20-10	155	0.575	0.91
9/5/2017	MB-30-16	1	0	0.99
7/25/2017	D-30-11	24	0.225	1.01
7/20/2017	BK-40-2	60	0.4375	0.97
2/11/2017	DS-50-8	2	0.02	0.99
12/17/2017	FK-20-10	29	0.3225	1
1/28/2017	D-30-11	10	0.12	0.99
12/21/2017	DS-50-8	2	0.02	1.01
12/23/2017	GY-60-12	2	0.02	1.03
12/17/2017	D-30-11	7	0.05	0.99
12/14/2017	C-30-5	2	0.02	1
10/27/2017	GY-60-13	24	0.225	1
12/14/2017	JB-50-14	2	0.02	1.02
11/30/2017	MB-30-16	9	0.05	1.01
12/1/2017	BK-40-2	131	0.575	0.93
3/19/2017	Y-10-20	4	0.04	1.01
12/2/2017	BK-40-2	2	0.02	1.03
12/18/2017	C-30-5	3	0.03	1
12/6/2017	JB-50-14	8	0.05	1.03
4/12/2017	GY-60-13	36	0.4375	1.01
11/15/2017	Y-10-20	128	0.575	0.95
7/20/2017	DS-50-8	4	0.04	1
12/17/2017	GY-60-13	2	0.02	1
12/6/2017	Y-10-20	53	0.4375	0.95
12/18/2017	C-30-5	3	0.03	1.03
12/11/2017	GY-60-12	2	0.02	1.01
3/6/2017	TK-40-19	4	0.04	1
2/12/2017	D-30-11	139	0.575	0.98
12/20/2017	GY-60-13	127	0.575	0.95
12/23/2017	EK-40-9	1	0	0.99
12/15/2017	CB-10-7	3	0.03	1.03
8/8/2017	DS-50-8	2	0.02	0.99
12/11/2017	DS-50-8	133	0.575	0.96
7/15/2017	A-10-1	10	0.12	1.03
10/10/2017	BK-40-2	4	0.04	1.01
11/27/2017	DS-50-8	3	0.03	1.02
5/17/2017	S-30-18	8	0.05	1.02
12/10/2017	JB-50-14	1	0	1
12/22/2017	BK-40-2	36	0.4375	0.98
11/8/2017	DS-50-8	12	0.12	1.03
12/6/2017	JB-50-14	12	0.12	1
12/22/2017	C-30-5	54	0.4375	1.01
12/1/2017	Y-10-20	1	0	1.02
6/6/2017	Q-30-17	79	0.5	0.98
12/14/2017	D-30-11	48	0.4375	0.99
6/29/2017	C-30-5	10	0.12	1.01
5/28/2017	JB-50-14	80	0.5	1
6/23/2017	DS-50-8	2	0.02	1.01
7/31/2017	Q-30-17	157	0.575	0.95
7/26/2017	MB-30-16	3	0.03	1.03
8/29/2017	DS-50-8	1	0	0.99
5/11/2017	JS-50-15	12	0.12	1.02
5/11/2017	GY-60-13	1	0	0.99
8/14/2017	BK-40-2	3	0.03	1
11/13/2017	BK-40-2	2	0.02	1.02
9/10/2017	JS-50-15	48	0.4375	1.01
8/6/2017	EK-40-9	14	0.12	1
11/14/2017	CY-60-6	48	0.4375	1.02
1/1/2017	Q-30-17	96	0.5	0.96
8/6/2017	DS-50-8	24	0.225	0.99
12/5/2017	JB-50-14	103	0.55	0.95
12/23/2017	TK-40-19	24	0.225	1.01
11/12/2017	B-30-3	1	0	1.02
11/25/2017	D-30-11	4	0.04	1.01
8/5/2017	BK-40-2	2	0.02	1.03
12/8/2017	TK-40-19	3	0.03	1.02
4/29/2017	C-30-5	2	0.02	0.99
4/26/2017	Q-30-17	6	0.05	1
6/16/2017	BK-40-2	86	0.5	0.99
12/21/2017	Y-10-20	32	0.3225	1.01
12/3/2017	Q-30-17	1	0	1
4/8/2017	MB-30-16	48	0.4375	0.99
5/2/2017	EK-40-9	2	0.02	1.01
12/12/2017	JB-50-14	84	0.5	0.98
12/9/2017	MB-30-16	24	0.225	1.02
7/24/2017	DS-50-8	1	0	1.02
11/28/2017	C-30-5	48	0.4375	0.98
12/24/2017	BK-40-2	84	0.5	0.96
12/2/2017	JB-50-14	20	0.225	1.03
7/16/2017	MB-30-16	135	0.575	0.92
6/1/2017	S-30-18	1	0	1.02
11/20/2017	BK-40-2	72	0.4375	1
12/14/2017	C-30-5	2	0.02	1.02
12/12/2017	FK-20-10	42	0.4375	1
4/20/2017	BK-40-2	36	0.4375	1.02
11/17/2017	S-30-18	3	0.03	0.99
12/8/2017	S-30-18	3	0.03	1.02
6/16/2017	Q-30-17	4	0.04	1.01
7/20/2017	JB-50-14	9	0.05	1
11/21/2017	Q-30-17	4	0.04	0.99
11/30/2017	JB-50-14	72	0.4375	0.98
5/31/2017	EK-40-9	2	0.02	0.99
12/5/2017	D-30-11	28	0.3225	1
11/16/2017	BK-40-2	108	0.55	0.94
5/18/2017	MB-30-16	1	0	1.01
11/26/2017	D-30-11	70	0.4375	0.97
4/11/2017	MB-30-16	10	0.12	1.02
8/3/2017	CY-60-6	7	0.05	0.99
10/12/2017	GY-60-13	12	0.12	1
12/17/2017	MB-30-16	144	0.575	0.91
5/2/2017	S-30-18	8	0.05	0.99
12/14/2017	MB-30-16	96	0.5	1.02
5/6/2017	BK-40-2	120	0.575	0.92
12/6/2017	TK-40-19	1	0	1.03
12/13/2017	C-30-5	36	0.4375	1
12/19/2017	JB-50-14	111	0.55	0.95
4/2/2017	CB-10-7	132	0.575	0.92
12/12/2017	Y-10-20	10	0.12	1.01
6/5/2017	DS-50-8	12	0.12	1.03
3/12/2017	C-30-5	96	0.5	0.95
12/24/2017	DS-50-8	4	0.04	1.02
12/13/2017	BK-40-2	9	0.05	1
7/10/2017	D-30-11	21	0.225	0.99
11/25/2017	D-30-11	2	0.02	1.03
12/6/2017	EK-40-9	72	0.4375	0.97
12/13/2017	Q-30-17	11	0.12	1.03
12/19/2017	DS-50-8	123	0.575	0.93
12/19/2017	GY-60-13	158	0.575	0.94
12/22/2017	DS-50-8	2	0.02	1
5/4/2017	BWK-20-4	11	0.12	1.02
5/28/2017	Q-30-17	8	0.05	1.03
12/18/2017	JB-50-14	2	0.02	1
5/29/2017	MB-30-16	120	0.575	0.98
4/11/2017	Y-10-20	96	0.5	0.97
12/16/2017	JB-50-14	126	0.575	0.95
11/14/2017	C-30-5	1	0	1
12/9/2017	DS-50-8	36	0.4375	0.99
12/7/2017	GY-60-12	1	0	0.99
10/2/2017	Y-10-20	72	0.4375	1
7/11/2017	S-30-18	10	0.12	0.99
11/26/2017	D-30-11	63	0.4375	0.97
11/21/2017	D-30-11	1	0	1.03
12/18/2017	BK-40-2	2	0.02	0.99
4/17/2017	MB-30-16	120	0.575	0.96
12/13/2017	BK-40-2	7	0.05	1.03
12/12/2017	S-30-18	1	0	1.03
4/2/2017	DS-50-8	132	0.575	0.93
12/12/2017	GY-60-13	134	0.575	0.92
11/25/2017	FK-20-10	132	0.575	0.95
12/8/2017	Y-10-20	8	0.05	1.03
4/10/2017	FK-20-10	24	0.225	1.01
12/17/2017	CY-60-6	25	0.3225	1.01
7/7/2017	BK-40-2	96	0.5	1.01
12/16/2017	BK-40-2	1	0	1.01
3/15/2017	MB-30-16	1	0	0.99
12/4/2017	DS-50-8	8	0.05	0.99
7/7/2017	C-30-5	3	0.03	1
12/2/2017	C-30-5	8	0.05	1.01
12/17/2017	BK-40-2	1	0	1.02
2/7/2017	DS-50-8	84	0.5	0.97
7/21/2017	BWK-20-4	156	0.575	0.91
12/19/2017	DS-50-8	9	0.05	0.99
8/23/2017	D-30-11	1	0	0.99
5/24/2017	BK-40-2	2	0.02	0.99
2/13/2017	Y-10-20	72	0.4375	0.95
11/13/2017	JB-50-14	2	0.02	1.03
11/18/2017	GY-60-12	68	0.4375	0.95
8/10/2017	Q-30-17	24	0.225	0.98
12/2/2017	Q-30-17	1	0	1.02
6/18/2017	BK-40-2	24	0.225	1.02
12/13/2017	CY-60-6	9	0.05	1.03
12/11/2017	JB-50-14	4	0.04	1
6/16/2017	BK-40-2	72	0.4375	0.98
8/17/2017	BK-40-2	2	0.02	1.01
6/17/2017	S-30-18	9	0.05	1.03
11/30/2017	S-30-18	68	0.4375	0.97
11/29/2017	JS-50-15	3	0.03	0.99
10/12/2017	DS-50-8	11	0.12	1
8/29/2017	BK-40-2	144	0.575	0.93
11/29/2017	CY-60-6	1	0	1.01
8/26/2017	JS-50-15	144	0.575	0.95
12/18/2017	S-30-18	4	0.04	1.02
1/20/2017	DS-50-8	111	0.55	0.96
12/16/2017	Q-30-17	9	0.05	1.02
6/2/2017	C-30-5	2	0.02	1.03
3/18/2017	FK-20-10	72	0.4375	1.01
9/28/2017	D-30-11	2	0.02	1.01
12/22/2017	Q-30-17	2	0.02	1.01
8/28/2017	FK-20-10	144	0.575	0.9
12/5/2017	MB-30-16	12	0.12	0.99
3/23/2017	BK-40-2	16	0.225	1
4/13/2017	EK-40-9	9	0.05	1.03
11/24/2017	Q-30-17	102	0.55	0.95
11/27/2017	MB-30-16	7	0.05	1
2/5/2017	MB-30-16	11	0.12	1.02
12/5/2017	JB-50-14	1	0	1.02
12/16/2017	JB-50-14	132	0.575	0.96
2/11/2017	EK-40-9	5	0.05	1
11/24/2017	MB-30-16	2	0.02	1.01
11/28/2017	JB-50-14	1	0	1
6/8/2017	JB-50-14	1	0	1
12/7/2017	Y-10-20	34	0.3225	0.99
8/9/2017	JB-50-14	3	0.03	0.99
12/16/2017	D-30-11	4	0.04	0.99
12/4/2017	JB-50-14	8	0.05	1.03
6/3/2017	B-30-3	1	0	1.01
4/19/2017	Y-10-20	1	0	1
12/23/2017	JB-50-14	2	0.02	1.01
3/16/2017	EK-40-9	2	0.02	1.03
12/22/2017	A-10-1	11	0.12	1.03
11/15/2017	Q-30-17	1	0	1
12/1/2017	BK-40-2	3	0.03	0.99
4/10/2017	DS-50-8	4	0.04	0.99
1/13/2017	B-30-3	79	0.5	0.97
12/23/2017	MB-30-16	15	0.225	0.99
12/14/2017	BK-40-2	36	0.4375	1.01
12/13/2017	CY-60-6	6	0.05	1.01
12/13/2017	BK-40-2	1	0	1
7/24/2017	DS-50-8	96	0.5	1.01
6/26/2017	GY-60-12	120	0.575	0.93
7/30/2017	JB-50-14	4	0.04	1.03
11/15/2017	D-30-11	2	0.02	1.01
8/7/2017	GY-60-12	11	0.12	1.02
11/15/2017	D-30-11	10	0.12	1
12/14/2017	BWK-20-4	2	0.02	1.03
6/21/2017	BWK-20-4	11	0.12	0.99
5/8/2017	BK-40-2	4	0.04	1.01
4/7/2017	TK-40-19	1	0	1.03
12/23/2017	DS-50-8	2	0.02	0.99
8/21/2017	DS-50-8	3	0.03	1
2/9/2017	D-30-11	12	0.12	1.03
11/9/2017	CY-60-6	108	0.55	0.96
11/14/2017	DS-50-8	37	0.4375	0.98
12/7/2017	Q-30-17	99	0.5	0.97
11/20/2017	DS-50-8	4	0.04	1.01
11/19/2017	Q-30-17	36	0.4375	1.02
5/14/2017	FK-20-10	8	0.05	1.03
1/15/2017	EK-40-9	116	0.55	0.93
12/24/2017	Q-30-17	1	0	1.03
2/22/2017	JS-50-15	2	0.02	0.99
11/12/2017	Y-10-20	2	0.02	1.02
12/14/2017	Q-30-17	60	0.4375	0.98
12/31/2017	CB-10-7	111	0.55	0.94
12/4/2017	C-30-5	96	0.5	0.95
12/23/2017	Y-10-20	144	0.575	0.9
8/29/2017	JB-50-14	48	0.4375	1
2/27/2017	Q-30-17	2	0.02	1
4/2/2017	Y-10-20	134	0.575	0.94
11/13/2017	BK-40-2	48	0.4375	0.98
11/29/2017	GY-60-13	58	0.4375	0.95
6/1/2017	BWK-20-4	11	0.12	1
12/4/2017	S-30-18	13	0.12	1.03
10/10/2017	CB-10-7	2	0.02	0.99
11/27/2017	DS-50-8	2	0.02	1
8/14/2017	Q-30-17	2	0.02	1.02
6/17/2017	Q-30-17	10	0.12	1.01
5/25/2017	GY-60-12	12	0.12	1.02
11/28/2017	D-30-11	108	0.55	0.91
8/9/2017	MB-30-16	120	0.575	0.95
12/21/2017	EK-40-9	1	0	1.01
11/12/2017	B-30-3	2	0.02	1.03
4/20/2017	JB-50-14	3	0.03	1.02
7/4/2017	JB-50-14	144	0.575	0.92
12/14/2017	JB-50-14	11	0.12	1
11/26/2017	BK-40-2	1	0	0.99
11/16/2017	Y-10-20	72	0.4375	1
12/9/2017	JB-50-14	76	0.5	0.98
11/20/2017	Q-30-17	1	0	1.02
12/3/2017	MB-30-16	132	0.575	0.94
4/18/2017	DS-50-8	8	0.05	1.02
6/29/2017	C-30-5	108	0.55	0.94
12/15/2017	S-30-18	132	0.575	0.95
12/17/2017	EK-40-9	148	0.575	0.92
12/7/2017	Q-30-17	1	0	1.02
12/22/2017	BK-40-2	3	0.03	1
5/17/2017	Q-30-17	1	0	1
5/29/2017	JS-50-15	8	0.05	0.99
11/28/2017	Q-30-17	2	0.02	0.99
12/5/2017	A-10-1	144	0.575	0.9
8/29/2017	MB-30-16	3	0.03	1
8/1/2017	CY-60-6	14	0.12	1.03
12/20/2017	EK-40-9	2	0.02	1
12/14/2017	JS-50-15	2	0.02	1.03
3/12/2017	CB-10-7	12	0.12	0.99
3/18/2017	MB-30-16	24	0.225	0.98
12/13/2017	JB-50-14	120	0.575	0.93
11/12/2017	Q-30-17	9	0.05	1.03
9/22/2017	BK-40-2	81	0.5	1.01
5/19/2017	JB-50-14	120	0.575	0.94
11/21/2017	BK-40-2	1	0	1
8/8/2017	D-30-11	2	0.02	1.03
9/29/2017	JB-50-14	9	0.05	1.02
12/10/2017	BK-40-2	144	0.575	0.94
5/24/2017	BWK-20-4	4	0.04	1.03
11/23/2017	CB-10-7	10	0.12	0.99
4/26/2017	BK-40-2	1	0	1.03
4/30/2017	BK-40-2	22	0.225	1.01
12/7/2017	TK-40-19	1	0	1.03
11/26/2017	JB-50-14	2	0.02	0.99
12/15/2017	TK-40-19	3	0.03	1
12/4/2017	Y-10-20	31	0.3225	1.01
12/12/2017	JS-50-15	2	0.02	1.02
12/21/2017	B-30-3	132	0.575	0.95
12/18/2017	MB-30-16	60	0.4375	1
11/23/2017	C-30-5	11	0.12	1
11/29/2017	BK-40-2	96	0.5	1.01
12/16/2017	C-30-5	4	0.04	1.02
12/23/2017	BK-40-2	1	0	0.99
8/21/2017	JB-50-14	1	0	1.02
10/9/2017	Y-10-20	2	0.02	0.99
10/9/2017	B-30-3	96	0.5	0.98
12/23/2017	Q-30-17	11	0.12	1
6/2/2017	B-30-3	144	0.575	0.89
12/31/2017	Q-30-17	14	0.12	1.03
12/14/2017	Q-30-17	2	0.02	1.01
12/7/2017	BK-40-2	108	0.55	0.93
11/20/2017	DS-50-8	8	0.05	1
9/12/2017	Y-10-20	121	0.575	0.98
12/21/2017	JB-50-14	61	0.4375	0.96
12/17/2017	JS-50-15	36	0.4375	1
10/31/2017	BK-40-2	42	0.4375	0.98
12/11/2017	BK-40-2	1	0	1.03
4/28/2017	BK-40-2	4	0.04	1.03
9/7/2017	FK-20-10	3	0.03	1.02
10/24/2017	Y-10-20	72	0.4375	0.97
12/19/2017	Y-10-20	1	0	1.02
11/19/2017	DS-50-8	2	0.02	1.02
12/6/2017	D-30-11	84	0.5	1.02
11/23/2017	BK-40-2	1	0	1.02
7/12/2017	GY-60-13	8	0.05	0.99
1/9/2017	B-30-3	7	0.05	1.03
12/22/2017	BK-40-2	108	0.55	0.97
11/26/2017	DS-50-8	4	0.04	1.01
2/4/2017	JB-50-14	144	0.575	0.92
12/16/2017	Q-30-17	16	0.225	0.98
4/29/2017	Y-10-20	2	0.02	1.03
12/2/2017	BWK-20-4	2	0.02	1.02
4/6/2017	FK-20-10	9	0.05	0.99
7/13/2017	MB-30-16	2	0.02	0.99
12/24/2017	Q-30-17	11	0.12	1.02
2/3/2017	S-30-18	2	0.02	1.03
5/30/2017	CY-60-6	98	0.5	0.99
9/22/2017	C-30-5	29	0.3225	0.99
4/30/2017	Q-30-17	9	0.05	1.01
8/29/2017	DS-50-8	118	0.55	0.95
12/12/2017	GY-60-13	1	0	1.03
11/21/2017	D-30-11	114	0.55	0.92
11/26/2017	BK-40-2	2	0.02	1.01
5/16/2017	D-30-11	60	0.4375	1.03
11/23/2017	DS-50-8	9	0.05	1.03
5/20/2017	MB-30-16	5	0.05	1.03
12/2/2017	Y-10-20	10	0.12	1.03
8/1/2017	BK-40-2	2	0.02	0.99
12/23/2017	D-30-11	1	0	0.99
12/13/2017	JB-50-14	2	0.02	1.02
12/25/2017	BK-40-2	14	0.12	0.99
9/2/2017	BK-40-2	1	0	1.01
8/10/2017	BK-40-2	120	0.575	0.93
11/19/2017	MB-30-16	13	0.12	1.02
12/12/2017	FK-20-10	12	0.12	1
4/15/2017	BK-40-2	72	0.4375	0.97
6/15/2017	Y-10-20	1	0	0.99
8/8/2017	BWK-20-4	148	0.575	0.89
8/18/2017	JB-50-14	60	0.4375	0.97
12/11/2017	Y-10-20	5	0.05	1.03
11/13/2017	Y-10-20	102	0.55	0.93
11/21/2017	C-30-5	2	0.02	1
12/4/2017	EK-40-9	96	0.5	0.97
12/1/2017	Y-10-20	105	0.55	0.93
2/14/2017	BK-40-2	2	0.02	1
1/22/2017	A-10-1	144	0.575	0.92
8/6/2017	Q-30-17	108	0.55	0.95
11/15/2017	Y-10-20	2	0.02	1
4/21/2017	Q-30-17	72	0.4375	0.95
12/23/2017	MB-30-16	3	0.03	1.03
6/23/2017	D-30-11	9	0.05	1.02
7/21/2017	Y-10-20	60	0.4375	0.97
12/10/2017	BK-40-2	84	0.5	0.96
12/22/2017	DS-50-8	12	0.12	0.99
12/12/2017	Y-10-20	11	0.12	1.02
12/2/2017	Y-10-20	3	0.03	0.99
12/15/2017	MB-30-16	10	0.12	1.02
6/22/2017	GY-60-13	10	0.12	0.99
11/23/2017	BK-40-2	133	0.575	0.96
12/23/2017	JB-50-14	1	0	1.02
4/29/2017	GY-60-12	9	0.05	1
12/19/2017	JB-50-14	11	0.12	0.99
12/15/2017	A-10-1	96	0.5	1.02
12/8/2017	Q-30-17	9	0.05	0.99
7/17/2017	MB-30-16	8	0.05	1.01
12/7/2017	GY-60-12	8	0.05	1
12/10/2017	MB-30-16	5	0.05	1
11/16/2017	JB-50-14	144	0.575	0.94
12/18/2017	D-30-11	2	0.02	1.02
12/19/2017	C-30-5	48	0.4375	0.99
4/13/2017	Q-30-17	120	0.575	0.94
12/19/2017	JS-50-15	11	0.12	0.99
12/11/2017	S-30-18	11	0.12	1.02
12/25/2017	BK-40-2	1	0	1.02
12/9/2017	B-30-3	8	0.05	1
7/7/2017	JB-50-14	3	0.03	1.01
4/7/2017	D-30-11	23	0.225	1.01
3/22/2017	FK-20-10	3	0.03	1.03
11/17/2017	GY-60-12	1	0	0.99
6/25/2017	DS-50-8	72	0.4375	0.95
10/25/2017	JB-50-14	60	0.4375	0.98
12/16/2017	GY-60-13	48	0.4375	0.99
5/4/2017	Y-10-20	86	0.5	1.01
5/20/2017	S-30-18	12	0.12	1.02
10/18/2017	Q-30-17	1	0	1.02
12/15/2017	JB-50-14	11	0.12	0.99
12/22/2017	Q-30-17	2	0.02	1.02
12/11/2017	GY-60-13	2	0.02	1
11/9/2017	C-30-5	11	0.12	1.01
12/19/2017	Q-30-17	108	0.55	0.96
12/19/2017	Y-10-20	2	0.02	1.01
6/21/2017	Q-30-17	2	0.02	0.99
6/9/2017	Q-30-17	36	0.4375	1.01
4/7/2017	EK-40-9	4	0.04	1
12/24/2017	JS-50-15	27	0.3225	0.98
12/13/2017	Q-30-17	4	0.04	1.02
5/20/2017	BK-40-2	84	0.5	1.01
12/3/2017	GY-60-12	7	0.05	1.02
12/18/2017	S-30-18	2	0.02	0.99
6/7/2017	DS-50-8	2	0.02	1
12/21/2017	MB-30-16	72	0.4375	0.99
7/19/2017	Y-10-20	10	0.12	1.03
6/22/2017	EK-40-9	132	0.575	0.9
12/6/2017	DS-50-8	3	0.03	0.99
12/15/2017	JS-50-15	8	0.05	1.02
5/24/2017	JB-50-14	84	0.5	0.95
4/30/2017	Y-10-20	9	0.05	1.01
12/18/2017	MB-30-16	1	0	1.01
2/17/2017	A-10-1	2	0.02	0.99
8/14/2017	JB-50-14	153	0.575	0.94
11/30/2017	JB-50-14	1	0	1.03
12/15/2017	Q-30-17	2	0.02	0.99
7/31/2017	A-10-1	120	0.575	0.92
12/15/2017	C-30-5	1	0	1.01
12/24/2017	FK-20-10	2	0.02	1.01
2/20/2017	MB-30-16	6	0.05	1.03
5/15/2017	MB-30-16	129	0.575	0.93
12/22/2017	MB-30-16	4	0.04	1.03
11/27/2017	Q-30-17	1	0	1
11/29/2017	BK-40-2	1	0	0.99
12/7/2017	JB-50-14	8	0.05	1.01
12/13/2017	MB-30-16	48	0.4375	1.02
11/17/2017	JB-50-14	36	0.4375	1.01
6/26/2017	D-30-11	1	0	0.99
12/14/2017	D-30-11	6	0.05	1.03
9/17/2017	MB-30-16	10	0.12	1.02
6/25/2017	JB-50-14	1	0	1.01
11/24/2017	BK-40-2	112	0.55	0.95
12/13/2017	BWK-20-4	120	0.575	0.96
12/23/2017	C-30-5	2	0.02	1.01
12/15/2017	B-30-3	1	0	1.01
5/21/2017	JB-50-14	48	0.4375	0.98
12/12/2017	JB-50-14	2	0.02	1
12/19/2017	Q-30-17	1	0	0.99
8/27/2017	BK-40-2	28	0.3225	0.99
12/24/2017	Q-30-17	145	0.575	0.92
7/27/2017	CY-60-6	2	0.02	1.03
12/17/2017	EK-40-9	1	0	1.03
11/26/2017	GY-60-12	84	0.5	0.95
11/23/2017	Q-30-17	2	0.02	1.03
12/13/2017	BK-40-2	2	0.02	1.01
12/14/2017	A-10-1	144	0.575	0.92
5/5/2017	MB-30-16	2	0.02	1
12/2/2017	C-30-5	152	0.575	0.95
4/2/2017	Y-10-20	9	0.05	1.01
11/26/2017	BWK-20-4	9	0.05	0.99
12/11/2017	DS-50-8	10	0.12	1.03
12/22/2017	MB-30-16	144	0.575	0.93
12/4/2017	Q-30-17	10	0.12	1.02
8/8/2017	BK-40-2	12	0.12	1
11/30/2017	MB-30-16	2	0.02	1
11/30/2017	Q-30-17	2	0.02	1
12/18/2017	DS-50-8	1	0	1.03
6/7/2017	JB-50-14	8	0.05	1.01
12/21/2017	D-30-11	12	0.12	1
5/26/2017	Q-30-17	22	0.225	1.03
6/8/2017	S-30-18	2	0.02	1.01
4/13/2017	Y-10-20	1	0	0.99
12/10/2017	JB-50-14	1	0	0.99
12/16/2017	BK-40-2	4	0.04	0.99
12/6/2017	Q-30-17	6	0.05	0.99
12/1/2017	DS-50-8	1	0	1
4/11/2017	BK-40-2	116	0.55	0.92
12/9/2017	DS-50-8	1	0	1.02
2/27/2017	DS-50-8	72	0.4375	0.99
12/2/2017	BWK-20-4	85	0.5	0.99
11/12/2017	Q-30-17	64	0.4375	0.95
12/14/2017	MB-30-16	3	0.03	1.03
6/18/2017	Y-10-20	108	0.55	0.96
11/14/2017	B-30-3	9	0.05	0.99
12/1/2017	JB-50-14	2	0.02	1.01
12/17/2017	MB-30-16	1	0	1
12/9/2017	D-30-11	4	0.04	0.99
4/3/2017	CY-60-6	8	0.05	1.03
11/13/2017	MB-30-16	3	0.03	1.02
10/14/2017	BK-40-2	4	0.04	1
7/25/2017	MB-30-16	3	0.03	1.02
5/29/2017	Y-10-20	2	0.02	1.01
12/23/2017	MB-30-16	9	0.05	1.01
6/6/2017	CY-60-6	92	0.5	0.98
12/15/2017	JB-50-14	2	0.02	1
2/28/2017	JB-50-14	30	0.3225	1.01
